pattern_type,props,utterance,ltl_formula
global_avoidance,['a'],never go to a,G ! a
global_avoidance,['a'],do not go to a,G ! a
global_avoidance,['a'],you can go anywhere but a,G ! a
global_avoidance,['a'],a cannot be visited at any time,G ! a
global_avoidance,['a'],always keep away from a,G ! a
global_avoidance,['a'],never visit a,G ! a
global_avoidance,['a'],you can never go to a,G ! a
global_avoidance,['a'],always stay away from a,G ! a
global_avoidance,['a'],always avoid going to a,G ! a
global_avoidance,['a'],you have to avoid a at all costs,G ! a
global_avoidance,['a'],make sure you never visit a,G ! a
global_avoidance,['a'],you cannot go to a at any time,G ! a
global_avoidance,"['a', 'b']",never visit a or b,& G ! a G ! b
global_avoidance,"['a', 'b']",you can never go to a or b,& G ! a G ! b
global_avoidance,"['a', 'b']",you cannot go to a or b at any time,& G ! a G ! b
global_avoidance,"['a', 'b']",always avoid going to a and never visit b,& G ! a G ! b
global_avoidance,"['a', 'b']",always stay away from a and b,& G ! a G ! b
global_avoidance,"['a', 'b']",you have to avoid a and b at all costs,& G ! a G ! b
global_avoidance,"['a', 'b']",make sure you never go to a or b,& G ! a G ! b
global_avoidance,"['a', 'b', 'c']",never go to a b or c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",you can never visit a b or c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",always avoid going to a b and c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",always stay away from a b and c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",you have to avoid a b and c at all costs,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",you cannot visit a b or c at any time,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",make sure you never visit a b or c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c', 'd']",never visit a b c or d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",you can never go to a b c or d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",you cannot go to a b c or d at any time,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",make sure you never visit a b c or d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",always avoid going to a b c or d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",always stay away from a b c and d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",you have to avoid a b c and d at all costs,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd', 'h']",never visit a b c d or h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",you can never go to a b c d or h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",you cannot go to a b c d or h at any time,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",make sure you never visit a b c d or h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",always avoid going to a b c d and h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",always stay away from a b c d and h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",you have to avoid a b c d and h at all costs,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b']",never go to a or b,& G ! a G ! b
global_avoidance,"['a', 'b']",do not go to a or b,& G ! a G ! b
global_avoidance,"['a', 'b']",you can go anywhere but a and b,& G ! a G ! b
global_avoidance,"['a', 'b']",a and b cannot be visited at any time,& G ! a G ! b
global_avoidance,"['a', 'b']",always keep away from a and b,& G ! a G ! b
past_avoidance,"['a', 'b']",do not go to a until you see b,U ! a b
past_avoidance,"['a', 'b']",avoid visiting a till you observe b,U ! a b
past_avoidance,"['a', 'b']",do not go to a until b has occured,U ! a b
past_avoidance,"['a', 'b']",once you observe b only then are you allowed to go to a,U ! a b
past_avoidance,"['a', 'b']",you can visit a only after seeing b,U ! a b
global_avoidance,['a'],avoid going to a,G ! a
global_avoidance,['a'],you must never go to a,G ! a
global_avoidance,['a'],a should never be reached,G ! a
global_avoidance,['a'],a must be avoided,G ! a
global_avoidance,['a'],never visit a,G ! a
global_avoidance,"['a', 'b']",do not go to a ever and do not ever go to b,& G ! a G ! b
global_avoidance,"['a', 'b']",avoid reaching a and b,& G ! a G ! b
global_avoidance,"['a', 'b']",never visit a and b ,& G ! a G ! b
global_avoidance,"['a', 'b']",avoid going to a and avoid going to b,& G ! a G ! b
global_avoidance,"['a', 'b']",make sure to never reach either a or b,& G ! a G ! b
global_avoidance,"['a', 'b', 'c']",avoid going to a b and c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",never visit either one among a b and c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",ensure that you never reach the locations a b and c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",ensure that you never reach a ensure that you never reach b and ensure that you never reach c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",a b and c should never be visited,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c', 'd']",never visit any locations among a b c d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",make sure to not reach any of a b c and d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",avoid going to a b c and d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",a b c and d must never be visited,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",never go to a never go to b never go to c and never go to d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd', 'h']",never go to a never go to b never go to c never reach d and never reach h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",always avoid going to a b c d and h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",make sure you never reach the following locations a b c d and h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",ensure that a b c d and h are never visited,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",a b c d and h should never be reached,& G ! a & G ! b & G ! c & G ! d G ! h
upper_restricted_avoidance,['a'],visit a at most once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],go to a at most once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],you can visit a at most once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],never go to a more than once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],you cannot go to a more than once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],never visit a more than once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],you can visit a zero times or once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",visit a at most twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",go to a at most twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",you can visit a at most twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",never go to a more than twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",you cannot go to a more than twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",never visit a more than twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",you can visit a zero times once or twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",visit a at most three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",go to a at most three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",you can visit a at most three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",never go to a more than three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",you cannot go to a more than three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",never visit a more than three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",you can visit a zero times once twice or three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a at most four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",go to a at most four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",you can visit a at most four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",never go to a more than four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",you cannot go to a more than four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",never visit a more than four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",you can visit a zero times once twice three times or four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a at most five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",go to a at most five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you can visit a at most five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",never go to a more than five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you cannot go to a more than five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",never visit a more than five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you can visit a zero times once twice three times four times or five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,['a'],visit a at least once,F a
lower_restricted_avoidance,['a'],go to a at least once,F a
lower_restricted_avoidance,['a'],make your way to a at least once,F a
lower_restricted_avoidance,['a'],you have to visit a at least once,F a
lower_restricted_avoidance,['a'],visit a at least once or more,F a
lower_restricted_avoidance,['a'],never go to a less than once,F a
lower_restricted_avoidance,['a'],you cannot visit a less than once,F a
lower_restricted_avoidance,"['a', 'b']",visit a at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",go to a at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",make your way to a at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",you have to visit a at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",visit a at least twice or more,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",you cannot visit a less than twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",never go to a less than twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",visit a at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",go to a at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",make your way to a at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",you have to visit a at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",visit a at least three times or more,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",you cannot visit a less than three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",never go to a less than three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",go to a at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",you have to visit a at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",make your way to a at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a at least four times or more,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",you cannot visit a less than four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",never go to a less than four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",go to a at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",make your way to a at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you have to visit a at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a at least five times or more,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you cannot visit a less than five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",never go to a less than five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
exact_restricted_avoidance,['a'],visit a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],go to a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],make your way to a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],you have to visit a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],you must reach a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],visit a exactly once no more no less,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],navigate to a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",visit a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",go to a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",make your way to a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",you have to visit a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",you must reach a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",navigate to a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",visit a exactly twice no more no less,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",visit a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",go to a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",make your way to a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",you have to visit a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",you must reach a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",navigate to a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",visit a exactly three times no more no less,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",go to a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",make your way to a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",you have to visit a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",you must reach a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",navigate to a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a exactly four times no more no less,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a exactly five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",go to a exactly five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",make your way to a exactly five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you have to visit a exactly five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you must reach a exactly five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",navigate to a exactly five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a exactly five times no more no less,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
global_avoidance,"['a', 'b', 'c']",never go to a b or c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",do not go to a b or c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",you can go anywhere but a b and c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",a b and c cannot be visited at any time,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",always keep away from a b and c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c', 'd']",never go to a b c or d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",do not go to a b c or d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",you can go anywhere but a b c and d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",a b c and d cannot be visited at any time,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",always keep away from a b c and d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd', 'h']",never go to a b c d or h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",do not go to a b c d or h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",you can go anywhere but a b c d and h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",a b c d and h cannot be visited at any time,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",always keep away from a b c d and h,& G ! a & G ! b & G ! c & G ! d G ! h
future_avoidance,"['a', 'b']",do not go to b once you have visited a,G i a X G ! b
future_avoidance,"['a', 'b']",never go to b once you go to a,G i a X G ! b
future_avoidance,"['a', 'b']",after you visit a you cannot visit b afterward,G i a X G ! b
future_avoidance,"['a', 'b']",once a is visited you cannot go to b any more,G i a X G ! b
future_avoidance,"['a', 'b']",you can visit b before a is visited but you can never visit b afterward,G i a X G ! b
upper_restricted_avoidance,['a'],you can go to a at most once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],do not visit a more than once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],you can visit a but only one time at most,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],do not visit a again after you haven been to a once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],visiting a more than once is prohibited,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",you can go to a at most twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",do not visit a more than twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",you can visit a but two times at most,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",do not visit a again after you haven been to a twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",visiting a more than twice is prohibited,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",you can go to a at most three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",do not visit a more than three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",you can visit a but three times at most,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",do not visit a again after you haven been to a three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",visiting a more than three times is prohibited,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",you can go to a at most four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",do not visit a more than four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",you can visit a but four times at most,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
