pattern_type,props,utterance,ltl_formula
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",do not visit a again after you haven been to a four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",visiting a more than four times is prohibited,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you can go to a at most five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",do not visit a more than five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you can visit a but five times at most,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",do not visit a again after you haven been to a five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visiting a more than five times is prohibited,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,['a'],visit a at least once,F a
lower_restricted_avoidance,['a'],you have to visit a one or more than one time,F a
lower_restricted_avoidance,['a'],your task is to go to a one or more times,F a
lower_restricted_avoidance,['a'],do not visit a less than one time,F a
lower_restricted_avoidance,['a'],make sure you visit a one or more times,F a
lower_restricted_avoidance,"['a', 'b']",visit a at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",you have to visit a two or more than two times,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",your task is to go to a two or more times,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",do not visit a less than twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",make sure you visit a two or more times,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",visit a at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",you have to visit a three or more than three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",your task is to go to a three or more times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",do not visit a less than three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",make sure you visit a three or more times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",you have to visit a four or more than four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",your task is to go to a four or more times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",do not visit a less than four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",make sure you visit a four or more times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you have to visit a five or more than five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",your task is to go to a five or more times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",do not visit a less than five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",make sure you visit a five or more times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
exact_restricted_avoidance,['a'],visit a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],go to a only one time,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],you have to go to a and you cannot go there more or less than one time,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],go to a more or less than one time is prohibited,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],go to a once and do not visit it anymore,M a | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",visit a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",go to a exactly two times,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",you have to go to a and you cannot go there more or less than twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",go to a more or less than two time is prohibited,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",go to a twice and do not visit it anymore,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",visit a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",go to a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",you have to go to a and you cannot go there more or less than three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",go to a more or less than three times is prohibited,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",go to a three times and do not visit it anymore,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",go to a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",you have to go to a and you cannot go there more or less than four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",go to a more or less than four times is prohibited,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",go to a four times and do not visit it anymore,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a exactly five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",go to a exactly five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you have to go to a and you cannot go there more or less than five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",go to a more or less than five times is prohibited,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",go to a five times and do not visit it anymore,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
delayed_reaction,"['a', 'b']",once you visit a you have to visit b too,G i a F b
delayed_reaction,"['a', 'b']",you must visit b once you visit a,G i a F b
delayed_reaction,"['a', 'b']",you can visit a but you have to visit b later,G i a F b
delayed_reaction,"['a', 'b']",whenever you visit a you have to visit b after that,G i a F b
delayed_reaction,"['a', 'b']",visiting a means you have to go to b afterward,G i a F b
past_avoidance,"['a', 'b']",do not go to a until you go to b,U ! a b
past_avoidance,"['a', 'b']",avoid a until you reach b,U ! a b
past_avoidance,"['a', 'b']",stay away from a until you move to b,U ! a b
past_avoidance,"['a', 'b']",do not move to a until you arrive at b,U ! a b
past_avoidance,"['a', 'b']",do not go to a until you have gone to b,U ! a b
past_avoidance,"['a', 'b']",avoid a at all costs until you reach b first,U ! a b
past_avoidance,"['a', 'b']",until you have gone to b you cannot go to a,U ! a b
past_avoidance,"['a', 'b']",you cannot go to a until you go to b,U ! a b
global_avoidance,['a'],you must avoid a at all costs,G ! a
global_avoidance,['a'],you cannot go to a,G ! a
global_avoidance,"['a', 'b']",you must avoid a and b at all costs,& G ! a G ! b
global_avoidance,"['a', 'b']",you cannot go to a or b,& G ! a G ! b
global_avoidance,"['a', 'b', 'c']",you must avoid a b and c at all costs,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",you cannot go to a b or c,& G ! a & G ! b G ! c
bound_delay,"['a', 'b']",you must visit a right before visiting b and you must visit b right after visiting a,G e a X b
bound_delay,"['a', 'b']",you cannot visit b without visiting a right before that and you cannot visit a without visiting b right after that,G e a X b
bound_delay,"['a', 'b']",a must be visited right before b b must be visited right after a,G e a X b
bound_delay,"['a', 'b']",you can visit nowhere else except b right after a and you can visit nowhere else except a right before b,G e a X b
bound_delay,"['a', 'b']",once you go to a you must go to b right next right before you go to b you must go to a,G e a X b
global_avoidance,"['a', 'b', 'c', 'd']",you must avoid a b c and d at all costs,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",you cannot go to a b c or d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd', 'h']",you must avoid a b c d and h at all costs,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",you cannot go to a b c d or h,& G ! a & G ! b & G ! c & G ! d G ! h
future_avoidance,"['a', 'b']",after you go to a you have to avoid b,G i a X G ! b
future_avoidance,"['a', 'b']",you must avoid b only after you go to b,G i a X G ! b
future_avoidance,"['a', 'b']",once you have gone to a you must stay away from b,G i a X G ! b
future_avoidance,"['a', 'b']",you must stay away from b once you have gone to a,G i a X G ! b
future_avoidance,"['a', 'b']",you cannot move to b after you reach a,G i a X G ! b
future_avoidance,"['a', 'b']",after you reach a you cannot move to b,G i a X G ! b
future_avoidance,"['a', 'b']",once you go to a you have to avoid b at all costs,G i a X G ! b
future_avoidance,"['a', 'b']",you have to avoid b once you go to a,G i a X G ! b
upper_restricted_avoidance,['a'],you are allowed to go to a at most once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",you are allowed to go to a at most twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",you are allowed to go to a at most three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",you are allowed to go to a at most four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you are allowed to go to a at most five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,['a'],you have to reach a at least once,F a
lower_restricted_avoidance,"['a', 'b']",you have to reach a at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",you have to reach a at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",you have to reach a at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you have to reach a at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
exact_restricted_avoidance,['a'],you must visit a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",you must visit a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",you must visit a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",you must visit a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
wait,"['a', 'b']",stay at a before you see b,U a b
wait,"['a', 'b']",you cannot go to other place from a unless you see b,U a b
wait,"['a', 'b']",util you observe b stay at a,U a b
wait,"['a', 'b']",you can leave after b is observed otherwise stay at a,U a b
wait,"['a', 'b']",you must stay at a until you see b,U a b
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you must visit a exactly five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
delayed_reaction,"['a', 'b']",after you visit a you have to visit b later,G i a F b
delayed_reaction,"['a', 'b']",you have to visit b after you visit a,G i a F b
delayed_reaction,"['a', 'b']",after you visit a you must go to b some time in the future,G i a F b
delayed_reaction,"['a', 'b']",you must go to b after you visit a,G i a F b
delayed_reaction,"['a', 'b']",after you arrive at a you have to visit b at least once in the future,G i a F b
delayed_reaction,"['a', 'b']",you have to visit b at least once in the future after you arrive at a,G i a F b
delayed_reaction,"['a', 'b']",once you go to a you must go to b,G i a F b
delayed_reaction,"['a', 'b']",you must go to b once you go to a,G i a F b
prompt_reaction,"['a', 'b']",you must go to b immediately after you go to a,G i a X b
prompt_reaction,"['a', 'b']",immediately after you go to a you must go to b,G i a X b
prompt_reaction,"['a', 'b']",you must visit b immediately after you visit a,G i a X b
prompt_reaction,"['a', 'b']",immediately after you visit a you must visit b,G i a X b
prompt_reaction,"['a', 'b']",you must go to b right after you visit a,G i a X b
prompt_reaction,"['a', 'b']",right after you visit a you must go to b,G i a X b
prompt_reaction,"['a', 'b']",as soon as you get to a you have to move to b,G i a X b
prompt_reaction,"['a', 'b']",you have to move to b as soon as you get to a,G i a X b
past_avoidance,"['a', 'b']",never go to a until you see b,U ! a b
past_avoidance,"['a', 'b']",you cannot go to a before b happens,U ! a b
past_avoidance,"['a', 'b']",you can only go to a after b is seen,U ! a b
past_avoidance,"['a', 'b']",b must be observed before visiting a,U ! a b
past_avoidance,"['a', 'b']",you can visit a but only after you see b,U ! a b
past_avoidance,"['a', 'b']",b has to be observed prior to any visit to a,U ! a b
past_avoidance,"['a', 'b']",make sure you see b before going to a,U ! a b
past_avoidance,"['a', 'b']",you cannot make any visit to a when b remains unseen,U ! a b
bound_delay,"['a', 'b']",you must go to b immediately after you visit a and you cannot go to b any other time,G e a X b
bound_delay,"['a', 'b']",immediately after you visit a you must go to b and you cannot go to b any other time,G e a X b
bound_delay,"['a', 'b']",you have to move to b immediately after you go to a and you cannot visit b any other time,G e a X b
bound_delay,"['a', 'b']",immediately after you go to a you have to move to b and you cannot visit b any other time,G e a X b
bound_delay,"['a', 'b']",you have to move to b once you go to a and you cannot visit b any other time,G e a X b
bound_delay,"['a', 'b']",once you go to a you have to move to b and you cannot visit b any other time,G e a X b
bound_delay,"['a', 'b']",you must visit b once you go to a and you must avoid b any other time,G e a X b
bound_delay,"['a', 'b']",once you go to a you must visit b and you must avoid b any other time,G e a X b
global_avoidance,['a'],avoid a forever,G ! a
global_avoidance,['a'],do not make any single visit to a,G ! a
global_avoidance,['a'],you cannot go to a,G ! a
global_avoidance,"['a', 'b']",avoid a and b,& G ! a G ! b
global_avoidance,"['a', 'b']",do not make any single visit to a or b,& G ! a G ! b
global_avoidance,"['a', 'b']",you cannot go to a or b,& G ! a G ! b
global_avoidance,"['a', 'b', 'c']",avoid a b and c forever,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",do not make any single visit to a b or c,& G ! a & G ! b G ! c
global_avoidance,"['a', 'b', 'c']",you cannot go to a b or c,& G ! a & G ! b G ! c
wait,"['a', 'b']",stay on a until you reach b,U a b
wait,"['a', 'b']",you must stay on a until you visit b,U a b
wait,"['a', 'b']",you cannot leave a until you visit b,U a b
wait,"['a', 'b']",do not leave a until you reach b,U a b
wait,"['a', 'b']",keep going on a until you reach b,U a b
global_avoidance,"['a', 'b', 'c', 'd']",avoid a b c and d forever,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",do not make any single visit to a b c or d,& G ! a & G ! b & G ! c G ! d
global_avoidance,"['a', 'b', 'c', 'd']",you cannot go to a b c or d,& G ! a & G ! b & G ! c G ! d
wait,"['a', 'b']",keep going on a until you arrive at b,U a b
wait,"['a', 'b']",you must keep going on a until you get to b,U a b
wait,"['a', 'b']",you are not allowed to leave a until you get to b,U a b
global_avoidance,"['a', 'b', 'c', 'd', 'h']",avoid a b c d and h forever,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",do not make any single visit to a b c d or h,& G ! a & G ! b & G ! c & G ! d G ! h
global_avoidance,"['a', 'b', 'c', 'd', 'h']",you cannot go to a b c d or h,& G ! a & G ! b & G ! c & G ! d G ! h
future_avoidance,"['a', 'b']",do not visit b after a is visited,G i a X G ! b
future_avoidance,"['a', 'b']",you can go to a but you must not go to b after that,G i a X G ! b
future_avoidance,"['a', 'b']",any visit to b is not allowed after you visit a,G i a X G ! b
upper_restricted_avoidance,['a'],you cannot visit a more than once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],never visit a again after you have visited it once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,['a'],you are good to visit a equal or less than once,! F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",you cannot visit a more than twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",never visit a again after you have visited it twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b']",you are good to visit a equal or less than twice,! F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",you cannot visit a more than three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",never visit a again after you have visited it three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c']",you are good to visit a equal or less than three times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",you cannot visit a more than four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",never visit a again after you have visited it four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd']",you are good to visit a equal or less than four times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you cannot visit a more than five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",never visit a again after you have visited it five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
upper_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you are good to visit a equal or less than five times,! F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,['a'],visit a equal or more than once,F a
lower_restricted_avoidance,['a'],you have to go to a one or more than one time,F a
lower_restricted_avoidance,['a'],a has to be visited at least once,F a
lower_restricted_avoidance,"['a', 'b', 'c']",visit a equal or more than three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",you have to go to a three or more than three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c']",a has to be visited at least three times,F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",visit a equal or more than twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",you have to go to a two or more than two times,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b']",a has to be visited at least twice,F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a equal or more than four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",you have to go to a four or more than four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd']",a has to be visited at least four times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a equal or more than five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you have to go to a five or more than five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
lower_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",a has to be visited at least five times,F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F & a U a & ! a U ! a F a
exact_restricted_avoidance,['a'],visit a once and never revisit it again,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],you must go to a exactly once,M a | ! a G | a G ! a
exact_restricted_avoidance,['a'],visit a once and then stop visiting it anymore,M a | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",visit a twice and never revisit it again,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",you must go to a exactly twice,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b']",visit a twice and then stop visiting it anymore,M & a F & ! a F a | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",visit a three times and never revisit it again,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",you must go to a exactly three times,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c']",visit a three times and then stop visiting it anymore,M & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a four times and never revisit it again,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",you must go to a exactly four times,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd']",visit a four times and then stop visiting it anymore,M & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",visit a five times and never revisit it again,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
exact_restricted_avoidance,"['a', 'b', 'c', 'd', 'h']",you must go to a exactly five times,M & a F & ! a F & a F & ! a F & a F & ! a F & a F & ! a F a | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G | ! a G | a G ! a
